title,email,phone,website,address1,address2,city,state,zip,county,longitude,latitude,facebook,twitter,youtube,instagram,public,featured,featured_text,tags,categories,images
Nation at Work,,,http://callanan.dmschools.org/about/callanan-murals/,3010Center Street,,Des Moines,,50312,,-93.658359,41.591086,,,,,TRUE,FALSE,,"Mural, Oil on canvas",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/Callanan-Mural-by-George-Grooms_1a-web2.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/Callanan-Mural-by-George-Grooms_1b-web.jpg"
Untitled Mural,,,,116124th Street,,Des Moines,,50311,,-93.6483299732208,41.5318968396024,,,,,TRUE,FALSE,,Mosaic tiles,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/morales_centerview_08543.jpg
Spectral Liberation,,,,901Robert D. Ray Drive,,Des Moines,,50316,,-93.61427,41.596478,,,,,TRUE,FALSE,,Painted Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/01/Martens_Christiane_photo-by-hanneofla-copy.jpg
Confluence,,,,616Cherry Street,,Des Moines,,50309,,-93.624512,41.583715,,,,,TRUE,FALSE,,"Site-specific, terrazzo",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/01/Lynn_Basa_Confluence_detail-3.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/01/Lynn_Basa_Confluence_detail-4.jpg"
Menorah,,,http://www.jeffreyabt.net ,910Polk Boulevard,,Des Moines,,50312,,-93.682807,41.594178,,,,,TRUE,FALSE,,"Outdoor Sculpture, Metal, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/01/Abt_Jeffrey_Tifereth-Synague_Polk-Blvd_DSM_substance-Arch1.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/01/TIS_0931.jpg"
Plains Aurora,,,,600East Locust Street,,Des Moines,,50319,,-93.609398,41.590443,,,,,TRUE,FALSE,,"Sculpture, Site-specific, Glass, Light",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/Marcheschi-Cork_Plains-Aurora_1987_photo-9-copy.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/Marcheschi-Cork_Plains-Aurora_1987_photo-10-copy.jpg"
Greenfall,,,,600East Locust Street,,Des Moines,,50319,,-93.609552,41.590298,,,,,TRUE,FALSE,,"Site-specific, Bronze, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/Critical-Juncture-Greenfield_1986_-2006.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/photo-5.jpg"
Yesterday,,,,201-29912th Street,,Des Moines,,50309,,-93.631836,41.584248,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/jd-Hansen_walnut_dickenson-law__LL_41.584698-93.629369___0839.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/2011-12-10-08.58.03.jpg"
Untitled Sculpture,,,,2000Willowmere Drive,,Des Moines,,50315,,-93.644227,41.55661,,,,,TRUE,FALSE,,"Outdoor Sculpture, Cor-Ten Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/Peter-Marasco-park-fleur_detail_0869-mjrowe.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/greater-des-moines_cropped-for-site.jpg"
Thunderer,,,,1500-1598Mulberry Street,,Des Moines,,50309,,-93.63601,41.582486,,,http://youtu.be/pL38Mu6LchQ,,TRUE,FALSE,,"Outdoor Sculpture, Painted Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/09/Craig-Robert_THUNDERER-copy1.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/09/CraigSculpture.jpg"
6th Avenue Bridge Project,,,,19116th Avenue,,Des Moines,,50314,,-93.625284,41.613814,,,,,TRUE,FALSE,,,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/03/6th_Avenue_Bridge_Project.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/03/6th-Avenue-Bridge.jpg"
The Birth Place of Des Moines,,,,2-198West Martin Luther King Junior Parkway,,Des Moines,,50309,,-93.617098,41.582074,,,,,TRUE,FALSE,,"Mural, Ceramic",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Des-Moines-Birth-Place-Mural_detail.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/03/05_DeBruyne1.jpg"
Victory Victory,,, http://www.fortdesmoines.org/monument.shtml,6545-6639Chaffee Road,,Des Moines,,50315,,-93.615574,41.524625,,,,,TRUE,FALSE,,"Monuments, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/01/hunt_ft-des-moines-museum_08491.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/01/Hunt_studio.jpg"
Gymnast III,,,,1418Grand Avenue,,Des Moines,,50309,,-93.6357128620148,41.58528202037,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/11/crop_tucker_gymnast_0524.jpg
What We Love About Clive,,,,2016Northwest 86th Street,,Clive,,50325,,-93.7365940958262,41.6112281105366,,,,,TRUE,FALSE,,"Functional sculpture, Installation, Mosaic tiles",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/11/Crossing-Guard-Shelter_Clive.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/11/Right-side-installed.jpg"
West Pediment,,,,1007East Grand Avenue,,Des Moines,,50319,,-93.6041003465652,41.591084716694,,,,,TRUE,FALSE,,"Architectural Sculpture, Limestone",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/capitol_hi-relief_IMG_11762.jpg
Hall of Pride Mural,,,,717East 4th Street,,Des Moines,,50309,,-93.6221261322498,41.5910807046382,,,,,TRUE,FALSE,,"Mural, Terra Cotta",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Hall-of-Pride-Art-Installed-A2.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Hall-of-Pride-Art-A2.jpg"
"John Ruan, Sr.",,,http://www.msnbc.msn.com/id/21134540/vp/31092337#31092337,112Locust Street,,Des Moines,,50309,,-93.619614,41.587726,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/MG_2385.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Fagan_Chas-Ruan-Sr_MG_3117.jpg"
A Social History of Des Moines,,,http://www.worldfoodprize.org/index.cfm?nodeID=37219&audienceID=1,301-399Library Avenue,,Des Moines,,50309,,-93.6189222335815,41.587771676692,,,,,TRUE,FALSE,,"Mural, Site-specific, Fresco",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Jones_Harry-Donald_A-Social-History-of-DSM_dmpl_Mural_9.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Jones_Harry-Donald-detail-A-Social-History-of-DSM_mural.jpg"
Dr. Norman E. Borlaug,,,http://www.worldfoodprize.org/index.cfm?nodeID=25304&audienceID=1,113Walnut Street,,Des Moines,,50309,,-93.619477,41.587316,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Collier_John_Dr.-Borlaug_MG_2361_copy.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Collier_John-Dr.-Borlaug_MG_31231-e1319637654243.jpg"
Quantum Leaf,,,,115Grand Avenue,,West Des Moines,,50265,,-93.619709,41.589147,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/quantumnight2-13.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/beacon-foundry-large1.jpg"
Leap of Faith,,,http://www.thecitrusreport.com/2011/features/jessie-small/,12507-12599University Avenue,,Clive,,50325,,-93.7903301417828,41.6006858548826,,,,,TRUE,FALSE,,"Installation, Site-specific, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/chrysler-white_detail_mercy_0703_960.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/11/bx6951.jpg"
"Five Stones, One Tree",,,,1201-1299East Walnut Street,,Des Moines,,50319,,-93.600056,41.590424,,,,,TRUE,FALSE,,"Site-specific, Limestone",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/UTTERBACK_Luther_Five-Stones-and-a-Ginko-Tree_1979_looking-south_photobyMJRowe2.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/UTTERBACK-Luther_5-Stones-and-a-Ginko_0632.jpg"
Family at Corner,,,,501-599Watson Powell Junior Way,,Des Moines,,50309,,-93.625147,41.589722,,,,,TRUE,FALSE,,Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/googy-people_0645.jpg
Untitled (Pioneer group),,,,401-499Finkbine Drive,,Des Moines,,50319,,-93.605441,41.590865,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/gerhardt_karl_IMG_11812.jpg
Last Breath,,,http://www.rodencrater.com/james.html,6508th Street,,Des Moines,,50309,,-93.628978,41.589036,,,http://www.youtube.com/watch?v=9-m_4MoKwjQ,,TRUE,FALSE,,"Installation, Light",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/Turrell_Jim_Last-Breath.jpg
Lincoln and Tad,,,,401-499Finkbine Drive,,Des Moines,,50319,,-93.604855,41.591127,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/Torrey-Fred-Mabel_lincoln-and-tad_IMG_1167.jpg
Iowa Workers Monument,,,,900-1198East Grand Avenue,,Des Moines,,50319,,-93.605834,41.591939,,,,,TRUE,FALSE,,"Monuments, Bronze",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/STUTZ_Michael_Iowa-Workers-Monument_IMG_1127.jpg
Des Moines Color Field,,,http://www.moberggallery.com/stretch_portfolio.shtml,21510th Street,,Des Moines,,50309,,-93.629255,41.584545,,,,,TRUE,FALSE,,"Installation, Sculpture, Site-specific, Glass, LED Lights",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/stretch_des-moines-color-field_0819.jpg
Willy,,,,1418Grand Avenue,,Des Moines,,50309,,-93.636391,41.585041,,,,,TRUE,FALSE,,Painted Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/SMITH_Tony_Willy-1962_mjrowe.jpg
Marriage,,,,1418Grand Avenue,,Des Moines,,50309,,-93.63576,41.584942,,,,,TRUE,FALSE,,Painted Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/SMITH_Tony_Marriage-1961_mjrowe.jpg
Post Balzac,,,http://www.sculpture.org/documents/scmag05/March_05/shea/shea.shtml,1340-1398Grand Avenue,,West Des Moines,,50265,,-93.63459,41.585585,,,,,TRUE,FALSE,,Bronze,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/shea_post-balzac_0575.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Shea_Judith-POST-BALZAC_KingAu_MG_12181.jpg"
Untitled,,,,150150th Street,,West Des Moines,,50266,,-93.62143,41.58686,,,http://www.youtube.com/watch?v=W4T5kECTYaE,,TRUE,FALSE,,"Installation, Outdoor Sculpture, LED Lights",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/07/Cowles-Commons_Birds-Eye-1.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/10/JIM-CAMPBELL_Photo-Hasse-Ferrold_560px.jpg"
Five Plate Pentagon,,,,1301Locust Street,,Des Moines,,50309,,-93.634419,41.585066,,,http://www.youtube.com/watch?v=N4Ah0cDewcw,,TRUE,FALSE,,Steel,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Serra_Richard-FIVE-PLATTE-PENTAGON_KingAu_MG_11911.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/serra_park_0572.jpg"
Standing Stones,,,,4601-4609Grand Avenue,,Des Moines,,50312,,-93.680649,41.584497,,,,,TRUE,FALSE,,"Site-specific, Granite",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/serra_standing-stones_0765.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/serra_standing-stones_0756.jpg"
Slides,,,http://www.iowaartscouncil.org/programs/public-art-and-design/art-in-state-buildings/projects/slides/index.htm,2250S Ankeny Blvd,,Ankeny,,50023,,-93.617348,41.707827,,,http://www.youtube.com/watch?v=qHk0w972YAs,,TRUE,FALSE,,Glass,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/sato_nori_slides_IMG_1145.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/sato_nori_slides_IMG_1156.jpg"
Air Gets Into Everything Even Nothing,,,,522-59813th Street,,Des Moines,,50309,,-93.634129,41.585542,,,http://www.youtube.com/watch?v=rx3qMlNvAW8,,TRUE,FALSE,,"Outdoor Sculpture, Painted Aluminum",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/RODINONE_Ugo_Air-Gets-Into-Everything-Even-Nothing_2006.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Rondinone_Ugo-AIT-GETS-INTO-EVERYTHING-EVEN-NOTHING_KingAu_MG_1212.jpg"
"Moonrise, east. august",,,,1330Grand Avenue,,West Des Moines,,50265,,-93.634285,41.585518,,,,,TRUE,FALSE,,Painted Aluminum,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/rondinone_ugo_moonrise_east_augustIMG_1090.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Rondinone_Ugo-MOONRISE-EAST-AUGUST_KingAu_MG_1208.jpg"
"Moonrise, east. january",,,,1330Grand Avenue,,West Des Moines,,50265,,-93.634163,41.585602,,,,,TRUE,FALSE,,Painted Aluminum,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/rondinone_ugo_moon-rise-east-january_IMG_1091.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Rondinone_Ugo-MOONRISE-EAST-JANUARY_KingAu_MG_1210.jpg"
Robert D. Ray Asian Gardens,,,,John Pat Dorrian Trail,,Des Moines,,50316,,-93.617249,41.593256,,,,,TRUE,FALSE,,"Architectural Sculpture, Site-specific",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/RayAsianGardens1.jpg
Decoy,,,http://www.pbs.org/art21/artists/puryear/,1330Grand Avenue,,West Des Moines,,50265,,-93.634422,41.585247,,,,,TRUE,FALSE,,"Outdoor Sculpture, Cast Iron",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/puryear_martin_IMG_1111.jpg
"Solitary Journey: Morning, Noon, Dusk, Night",,,,801E Grand Ave,,Des Moines,,50309,,-93.628546,41.5873,,,,,TRUE,FALSE,,Oil on canvas,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/preston_astrid_night-dusk-noon_IMG_1079.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/preston_astrid_solitary-journey-morning_detail_IMG_1076.jpg"
Sphere Within a Sphere,,,,6016th Avenue,,Des Moines,,50309,,-93.625282,41.589808,,,,,TRUE,FALSE,,Bronze,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Pomodoro_Arnaldo-SPHERE-WITHIN-SPHERE_KingAu_MG_1252.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Pomodoro_Arnaldo-SPHERE-WITHIN-SPHERE_KingAu_MG_1254.jpg"
Nomade,,,http://fontfeed.com/archives/nomade-a-man-of-letters-looking-out-over-the-mediterranean/,1401-1499Locust Street,,Des Moines,,50309,,-93.635162,41.584939,,,http://www.youtube.com/watch?v=NfEHYflp_iA&feature=youtube_gdata_player,,TRUE,FALSE,,Painted Steel,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Plensa_Janume-NOMADE_KingAu_MG_1189.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/PLENSA_Jaume_Nomade_2007-e1319125943629.jpg"
Untitled Relief,,,,10245th Street,,Des Moines,,50312,,-93.683066,41.576795,,,,,TRUE,FALSE,,"Architectural Sculpture, Limestone",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/front-page_ashworth-pool_0723.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/PETERSEN_Christian-_ashworth-pool_0725.jpg"
Column of Change,,,http://www.ci.frisco.tx.us/projectsPrograms/publicart/Pages/PublicArtCollectionArtist.aspx?Artist=Michael%20Pavlovskypid=bio,6016th Avenue,,Des Moines,,50309,,-93.624944,41.590039,,,,,TRUE,FALSE,,"Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Pavocsky_Michael-COLUMN-OF-CHANGE_KingAu_MG_1258.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/PAVLOSKY_Michael_Column-of-Change_american-republic_IMG_1055-e1319123787758.jpg"
Crusoe Umbrella,,,http://www.oldenburgvanbruggen.com/largescaleprojects/crusoeumbrella.htm,3003rd Street,,Des Moines,,50313,,-93.621402,41.587411,,,,,TRUE,FALSE,,"Sculpture, Site-specific, Cor-Ten Steel, painted with polyurethane enamel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/OLDENBURG_caruso_umbrella_3456x2592_original_photoby-Bradshaw.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/03/crusoeumbrella2.jpg"
Plantoir,,,http://www.vimeo.com/5713750,1723Grand Avenue,,Des Moines,,50312,,-93.639725,41.583927,,,,,TRUE,FALSE,,"Aluminum, Fiber-reinforced Plastic, Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/oldenburg_plantoir_0503.jpg
Animal Pyramid,,,http://en.wikipedia.org/wiki/Bruce_Nauman,4700Grand Avenue,,Des Moines,,50312,,-93.6821915209293,41.5843160239161,,,http://www.youtube.com/watch?v=ewfOJwX_ViU,,TRUE,FALSE,,"Sculpture, Site-specific, Bronze",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/nauman_bruce_connie-wilson.jpg
White Ghost,,,,401-49915th Street,,Des Moines,,50309,,-93.636727,41.585107,,,,,TRUE,FALSE,,"Fiberglass, Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/nara_white-ghost_0788.jpg
Granite Tree,,,,600-6985th Avenue,,Des Moines,,50309,,-93.62471,41.58989,,,,,TRUE,FALSE,,"Outdoor Sculpture, Granite",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Moroles_Jesus-Butista_GRANITE-TREE_KingAu_MG_1250.jpg
Three Way Piece No. 1: Points,,,,4700Grand Avenue,,Des Moines,,50312,,-93.68154,41.584408,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/moore_3-way-piece-no.-1-points_0759.jpg
Harmony Line,,,,12497University Avenue,,Clive,,50325,,-93.790631,41.602517,,,,,TRUE,FALSE,,"Site-specific, Limestone",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/moberg_tj__ymca_0709.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/11/Harmony-Line_nov-2009.jpg"
Greenwood Pond: Double Site,,,,30345th Street,,Des Moines,,50312,,-93.682064,41.579845,,,,,TRUE,FALSE,,"Site-specific, Cement, Granite, Steel, Wood",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/miss_greenwood-pond-double-site_0732.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/IMG_0739.jpg"
Man and Pegasus,,,http://en.wikipedia.org/wiki/Carl_Milles,4700Grand Avenue,,Des Moines,,50312,,-93.681585,41.583805,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/milles_carl_crop_IMG_1272.jpg
A Monumental Journey,,,http://www.youtube.com/watch?v=jg5cB-eDkoI&feature=youtube_gdata_player,1121-1199East Ct Avenue,,Des Moines,,50319,,-93.600707,41.588875,,,http://youtu.be/jg5cB-eDkoI,,TRUE,FALSE,,"Monuments, Sculpture, Fiberglass",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/Marshall_Kerry-James_Site-rendering-courtesy-of-substance-Architecture-Interiors-Design.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/INBA_KJM_Model_Assembly3.jpg"
Joy of Music,,,,2500Carpenter Avenue,,Des Moines,,50311,,-93.651989,41.602222,,,,,TRUE,FALSE,,Bronze,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/LUNDEEN_George_Joy-of-Music_1994_photobyMJRowe4.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/IMG_0672.jpg"
US Senator William Boyd Allison Monument,,,"http://en.wikipedia.org/wiki/Evelyn_Beatrice_Longman, http://si-siris.blogspot.com/2010/03/american-sculptor-evelyn-beatrice.html",901-1199East Walnut Street,,Des Moines,,50319,,-93.603162,41.589481,,,,,TRUE,FALSE,,Bronze,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/longman_allison-memorial_0597.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/3061804657_baeb62b4a3_o-copy.jpg"
Modular Piece,,,,401-49915th Street,,Des Moines,,50309,,-93.6365932971239,41.5848306219566,,,,,TRUE,FALSE,,"Outdoor Sculpture, Painted Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/LeWITT_Sol_Modular-Piece_1969.jpg
"Wall Drawing #601, Forms Derived from the Cube",,,,712Walnut Street,,Des Moines,,50309,,-93.626823,41.585329,,,,,TRUE,FALSE,,"Mural, Site-specific, Color Ink Wash",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/lewitt_25-variaitions-on-a-cube_0828.jpg
"Wall Drawing 1238, Whirls and Twirls âpâ",,,http://www.massmoca.org/event_details.php?id=27,414-49212th Street,,Des Moines,,50391,,-93.632762,41.585926,,,,,TRUE,FALSE,,"Mural, Site-specific, Mural",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/lewitt_whirls_05891.jpg
The Puzzle of Life,,,,807High Street,,Des Moines,,50309,,-93.628507,41.588187,,,,,TRUE,FALSE,,"Mural, Mural",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/LESTER_Barri.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/lester_barri_tree-of-life_IMG_1085.jpg"
The Theater,,,http://www.kraisler.com/art/David%20Kraisler%20-%20Artist.html,600-6985th Avenue,,Des Moines,,50309,,-93.624782,41.589952,,,,,TRUE,FALSE,,"Bronze, Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Kraisler_David-THE-THEATER_KingAu_MG_1241.jpg
Soldiersâ and Sailorsâ Civil War Monument,,,http://books.google.com/books?id=fd4DAAAAYAAJ&pg=PA55&lpg=PA55&dq=Harriet+A.+Ketcham+bio&source=bl&ots=TE-ZorYTTx&sig=vJD6rasVffQhWdVLklaCZWvHuhA&hl=en&ei=HBVHTf3EEYH98AbaoLTeAQ&sa=X&oi=book_result&ct=result&resnum=4&ved=0CC0Q6AEwAw#v=onepage&q&f=false,901-1199East Walnut Street,,Des Moines,,50319,,-93.603466,41.589733,,,,,TRUE,FALSE,,"Bronze, Granite",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/Ketchum.jpg
Expansion,,,,Meredith Trail,,Des Moines,,50309,,-93.617662,41.585609,,,http://www.youtube.com/watch?v=xSUm5jie4Bg,,TRUE,FALSE,,"Mural, Glass, LED Lights",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/11/Kaneko-glass-mural-at-night-concept-design.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2012/05/PumpHouseWindowElevationScale1.jpg"
Five Untitled âDangosâ,,,,Meredith Trail,,Des Moines,,50309,,-93.617865,41.586199,,,http://www.youtube.com/watch?v=JXmYJMRJGps&feature=youtube_gdata_player,,TRUE,FALSE,,"Installation, Outdoor Sculpture, Ceramic",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/Jun-Kaneko_Dangos_Greater-DSM-Public-Art-Foundation_March-2013_IMG_2268.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Kaneko_five-dangos_riverwalk-kiosk0008-F.jpg"
Disney Murals,,,http://www.kcci.com/video/28447495/detail.html,1215Pleasant Street,,Des Moines,,50309,,-93.6341893672943,41.5897246154853,,,,,TRUE,FALSE,,"Mural, Mural",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/disney_blank-childrens_0803.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/disney_blank-hospital_0804.jpg"
Dephinus,,,,6016th Avenue,,Des Moines,,50309,,-93.624932,41.590135,,,,,TRUE,FALSE,,"Outdoor Sculpture, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/JEAN-MARIE-Eric_Delphinus_american-republic_IMG_1048.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Jean-Marie_Eric-DEPHINUS_KingAu_MG_1262.jpg"
Back of Snowman (Black),,,,1400-1418Grand Avenue,,Des Moines,,50309,,-93.635334,41.58537,,,,,TRUE,FALSE,,"Sculpture, Bronze, Enamel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/HUME_Gary_Back-of-Snowman-Black-and-White-2002_mjrowe.jpg
Back of Snowman (White),,,,1340-1398Grand Avenue,,West Des Moines,,50265,,-93.635268,41.585378,,,,,TRUE,FALSE,,"Sculpture, Bronze, Enamel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/hume_back-of-a-snowman_0522.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Hume_Gary_Back-of-Snowman_KingAu_MG_11792.jpg"
Prairie Emergence,,,,12655University Avenue,,Clive,,50325,,-93.7925577163696,41.6008443073156,,,,,TRUE,FALSE,,"Outdoor Sculpture, Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/hornecker_mac_PrairieEmergence.jpg
"Hills, Fields, Wind, and Rain",,,,9140Northpark Drive,,Johnston,,50131,,-93.74031,41.654711,,,,,TRUE,FALSE,,Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/2HillsFieldsWindRain.jpg
Prairie Winds,,,,700Walnut Street,,Des Moines,,50309,,-93.626035,41.585477,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/6PrairieWindA.jpg
XII,,,,6016th Avenue,,Des Moines,,50309,,-93.6248787492514,41.5900937313308,,,,,TRUE,FALSE,,Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Hendricks_Edward-Lee-XII_KingAu_MG_1264.jpg
